"Step","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MIN","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MAX","neutral_train_env_t05_d07_A2C_200_200_2000_RUN - cost","neutral_train_env_t05_d07_A2C_200_200_2000_RUN - cost__MIN","neutral_train_env_t05_d07_A2C_200_200_2000_RUN - cost__MAX","resistant_train_env_t05_d07_A2C_200_200_2000_RUN - cost","resistant_train_env_t05_d07_A2C_200_200_2000_RUN - cost__MIN","resistant_train_env_t05_d07_A2C_200_200_2000_RUN - cost__MAX","receptive_train_env_t05_d07_A2C_*100_*100_*1000_RUN - cost","receptive_train_env_t05_d07_A2C_*100_*100_*1000_RUN - cost__MIN","receptive_train_env_t05_d07_A2C_*100_*100_*1000_RUN - cost__MAX"
"90","3505.472933724955","3505.472933724955","3505.472933724955","10620.448810506541","10620.448810506541","10620.448810506541","9414.954003087838","9414.954003087838","9414.954003087838","11730.066425901126","11730.066425901126","11730.066425901126"
"91","3500.771034782526","3500.771034782526","3500.771034782526","10619.927681789524","10619.927681789524","10619.927681789524","9410.332061382154","9410.332061382154","9410.332061382154","11733.991638193478","11733.991638193478","11733.991638193478"
"92","3498.075058965378","3498.075058965378","3498.075058965378","10619.736546261145","10619.736546261145","10619.736546261145","9407.928193964914","9407.928193964914","9407.928193964914","11729.467527503515","11729.467527503515","11729.467527503515"
"93","3494.3962098653637","3494.3962098653637","3494.3962098653637","10617.439585056809","10617.439585056809","10617.439585056809","9404.075956512","9404.075956512","9404.075956512","11730.12175782314","11730.12175782314","11730.12175782314"
"94","3488.4018426147204","3488.4018426147204","3488.4018426147204","10613.656854292403","10613.656854292403","10613.656854292403","9397.37605438352","9397.37605438352","9397.37605438352","11729.25651336548","11729.25651336548","11729.25651336548"
"95","3482.7876508693766","3482.7876508693766","3482.7876508693766","10603.780994876119","10603.780994876119","10603.780994876119","9391.715402012953","9391.715402012953","9391.715402012953","11726.053050805125","11726.053050805125","11726.053050805125"
"96","3473.2248745571533","3473.2248745571533","3473.2248745571533","10606.16332482875","10606.16332482875","10606.16332482875","9387.691174309657","9387.691174309657","9387.691174309657","11722.990245148232","11722.990245148232","11722.990245148232"
"97","3466.945112880475","3466.945112880475","3466.945112880475","10605.275385032617","10605.275385032617","10605.275385032617","9382.475539305278","9382.475539305278","9382.475539305278","11726.27973641095","11726.27973641095","11726.27973641095"
"98","3461.7291356050428","3461.7291356050428","3461.7291356050428","10603.564653422292","10603.564653422292","10603.564653422292","9379.864829477548","9379.864829477548","9379.864829477548","11728.099329227876","11728.099329227876","11728.099329227876"
"99","3459.1862861812547","3459.1862861812547","3459.1862861812547","10605.570552952855","10605.570552952855","10605.570552952855","9370.666184713857","9370.666184713857","9370.666184713857","11728.145876582039","11728.145876582039","11728.145876582039"
"100","3456.048666925586","3456.048666925586","3456.048666925586","10607.626235119807","10607.626235119807","10607.626235119807","9368.759620840385","9368.759620840385","9368.759620840385","11727.624424797641","11727.624424797641","11727.624424797641"
"101","3454.6836227840554","3454.6836227840554","3454.6836227840554","10612.216638881811","10612.216638881811","10612.216638881811","9370.70677615521","9370.70677615521","9370.70677615521","11732.613352482702","11732.613352482702","11732.613352482702"
"102","3452.947591916991","3452.947591916991","3452.947591916991","10609.260808532441","10609.260808532441","10609.260808532441","9366.830941604805","9366.830941604805","9366.830941604805","11729.946303035533","11729.946303035533","11729.946303035533"
"103","3453.916894368157","3453.916894368157","3453.916894368157","10609.590947480427","10609.590947480427","10609.590947480427","9363.569019431769","9363.569019431769","9363.569019431769","11728.216067730089","11728.216067730089","11728.216067730089"
"104","3450.551547974406","3450.551547974406","3450.551547974406","10610.378892969411","10610.378892969411","10610.378892969411","9359.193502907305","9359.193502907305","9359.193502907305","11727.717209383316","11727.717209383316","11727.717209383316"
"105","3443.0311134582885","3443.0311134582885","3443.0311134582885","10607.289340195828","10607.289340195828","10607.289340195828","9359.784010365662","9359.784010365662","9359.784010365662","11728.836410499072","11728.836410499072","11728.836410499072"
"106","3440.8568061134906","3440.8568061134906","3440.8568061134906","10605.82459192376","10605.82459192376","10605.82459192376","9355.861007340185","9355.861007340185","9355.861007340185","11729.257581805243","11729.257581805243","11729.257581805243"
"107","3437.9693435991003","3437.9693435991003","3437.9693435991003","10608.046359370896","10608.046359370896","10608.046359370896","9351.655121905593","9351.655121905593","9351.655121905593","11731.6313763215","11731.6313763215","11731.6313763215"
"108","3432.283209340972","3432.283209340972","3432.283209340972","10607.274156341944","10607.274156341944","10607.274156341944","9349.740430822047","9349.740430822047","9349.740430822047","11731.017764519116","11731.017764519116","11731.017764519116"
"109","3427.3796501249967","3427.3796501249967","3427.3796501249967","10607.380635034133","10607.380635034133","10607.380635034133","9345.56255601256","9345.56255601256","9345.56255601256","11728.140057219629","11728.140057219629","11728.140057219629"
"110","3425.262045555861","3425.262045555861","3425.262045555861","10602.740430887852","10602.740430887852","10602.740430887852","9339.879832356331","9339.879832356331","9339.879832356331","11730.315211548235","11730.315211548235","11730.315211548235"
"111","3419.7420716282386","3419.7420716282386","3419.7420716282386","10600.292399706243","10600.292399706243","10600.292399706243","9335.482939226324","9335.482939226324","9335.482939226324","11727.836844597476","11727.836844597476","11727.836844597476"
"112","3414.930725149514","3414.930725149514","3414.930725149514","10601.550520986539","10601.550520986539","10601.550520986539","9330.943103367328","9330.943103367328","9330.943103367328","11727.808377651385","11727.808377651385","11727.808377651385"
"113","3411.3705344678197","3411.3705344678197","3411.3705344678197","10602.25543537185","10602.25543537185","10602.25543537185","9326.930029281973","9326.930029281973","9326.930029281973","11726.867894585179","11726.867894585179","11726.867894585179"
"114","3409.8465139534355","3409.8465139534355","3409.8465139534355","10602.27733672847","10602.27733672847","10602.27733672847","9324.145370347873","9324.145370347873","9324.145370347873","11729.13095435654","11729.13095435654","11729.13095435654"
"115","3410.209556758664","3410.209556758664","3410.209556758664","10600.38495832662","10600.38495832662","10600.38495832662","9322.815112135067","9322.815112135067","9322.815112135067","11727.817318551657","11727.817318551657","11727.817318551657"
"116","3402.3609109472814","3402.3609109472814","3402.3609109472814","10595.709291592371","10595.709291592371","10595.709291592371","9318.579711538876","9318.579711538876","9318.579711538876","11726.524381506739","11726.524381506739","11726.524381506739"
"117","3405.302944235871","3405.302944235871","3405.302944235871","10588.368451908911","10588.368451908911","10588.368451908911","9318.072766389649","9318.072766389649","9318.072766389649","11729.496110249831","11729.496110249831","11729.496110249831"
"118","3403.7394519583886","3403.7394519583886","3403.7394519583886","10589.844484048226","10589.844484048226","10589.844484048226","9315.06664845226","9315.06664845226","9315.06664845226","11733.300837873368","11733.300837873368","11733.300837873368"
"119","3399.2125667513346","3399.2125667513346","3399.2125667513346","10588.212454339831","10588.212454339831","10588.212454339831","9310.034341399858","9310.034341399858","9310.034341399858","11732.628563822343","11732.628563822343","11732.628563822343"
"120","3396.052105058623","3396.052105058623","3396.052105058623","10586.716339877366","10586.716339877366","10586.716339877366","9307.920490052096","9307.920490052096","9307.920490052096","11730.14102773485","11730.14102773485","11730.14102773485"
"121","3391.7900609657518","3391.7900609657518","3391.7900609657518","10585.192684834437","10585.192684834437","10585.192684834437","9305.59730582928","9305.59730582928","9305.59730582928","11729.455673425344","11729.455673425344","11729.455673425344"
"122","3391.2824374075785","3391.2824374075785","3391.2824374075785","10587.720756005905","10587.720756005905","10587.720756005905","9303.317247634996","9303.317247634996","9303.317247634996","11725.82319688932","11725.82319688932","11725.82319688932"
"123","3392.142037174483","3392.142037174483","3392.142037174483","10587.415858846969","10587.415858846969","10587.415858846969","9302.325665349039","9302.325665349039","9302.325665349039","11726.901642444946","11726.901642444946","11726.901642444946"
"124","3391.122274206121","3391.122274206121","3391.122274206121","10586.784816160509","10586.784816160509","10586.784816160509","9301.273696892298","9301.273696892298","9301.273696892298","11730.369092413235","11730.369092413235","11730.369092413235"
"125","3389.5703961418794","3389.5703961418794","3389.5703961418794","10587.205237061537","10587.205237061537","10587.205237061537","9299.752203234691","9299.752203234691","9299.752203234691","11729.793233903752","11729.793233903752","11729.793233903752"
"126","3388.5904843072453","3388.5904843072453","3388.5904843072453","10586.020999472745","10586.020999472745","10586.020999472745","9299.239409714917","9299.239409714917","9299.239409714917","11728.691734098205","11728.691734098205","11728.691734098205"
"127","3386.6826878013853","3386.6826878013853","3386.6826878013853","10585.492744104744","10585.492744104744","10585.492744104744","9294.903144365202","9294.903144365202","9294.903144365202","11724.963239103507","11724.963239103507","11724.963239103507"
"128","3387.940924321849","3387.940924321849","3387.940924321849","10585.862771749258","10585.862771749258","10585.862771749258","9291.995637121528","9291.995637121528","9291.995637121528","11725.393410661287","11725.393410661287","11725.393410661287"
